order_code;order_date;product_name;calculated_cut_sheets;comments;used_coil;needed_or_used_for_order;nomenclature_1c;;;;;;
UTS22922391;04.10.2022;0,17x922x868 W/G;1678;TH580+550;;;;;;;;;
UTS22896392;04.10.2022;0,18x896x795 W/G;6546;USK+RASS;;;;;;;;;
UTS22838393;04.10.2022;0,17x838x942 -/G;1802;;;;;;;;;;
BIL22877394;06.10.2022;0,18x877x1066 BLANK;6600;;;;;;;;;;
BIL22896395;06.10.2022;0,17x896x942 USK BLANK;22000;;;;;;;;;;
ZNO22153396;07.10.2022;OT153-ELQ0561A4A-14400 USK;2000;;;;;;;;;;
BIL22896397;13.10.2022;0,17x896x942 USK BLANK;25000;;;;;;;;;;
BIL22840398;31.10.2022;0,17x840x942 BLANK;32000;;;;;;;;;;
DEV22070399;31.10.2022;OT070-ELQ7033A2A  TH580;28000;;;;;;;;;;
DEV22070400;31.10.2022;OT070-ELQ7033A2A  TH580 USK;20000;рулон 9-10т.;;;;;;;;;
BUF22838401;31.10.2022;0,17x838x942 ALU/С;20000;;;;;;;;;;
BUF22838402;31.10.2022;0,17x838x942 USK ALU/С;11000;;;;;;;;;;
BUF22096403;01.11.2022;OT96 Alu/C USK auto;40000;;;;;;;;;;
BUF22096404;01.11.2022;OT96 Alu/C USK auto;30000;;;;;;;;;;
BIL22808405;02.11.2022;0,20x808x908 USK BLANK;17000;;;;;;;;;;
BIL22808406;02.11.2022;0,20x808x908 HBI BLANK;17000;;;;;;;;;;
VAJ22096407;02.11.2022;OT096-A07B05 USK Vaja auto;16000;;;;;;;;;;
BIL22808408;02.11.2022;0,18x808x908 HBI BLANK;8000;;;;;;;;;;
BIL22808409;02.11.2022;0,18x808x908 USK BLANK;15000;;;;;;;;;;
BIL22950410;02.11.2022;0,27x950x780 USK BLANK;1200;;;;;;;;;;
BUF22975411;02.11.2022;0,14x975x925 G/C USK;40000;;;;;;;;;;
ZNO22153412;02.11.2022;OT153-ELQ1554A0A USK;15000;;;;;;;;;;
ZNO22153413;02.11.2022;OT153-ELQ1554A0A USK;13000;;;;;;;;;;
BUF22920414;03.11.2022;0,16x920x778 USK Alu/C;30000;;;;;;;;;;
BIL22860415;03.11.2022;0,17*860*942 HBI BLANK;30000;;;;;;;;;;
MOE22062416;07.11.2022;OT62-ELQ6215A5A USK 21E;25000;;;;;;;;;;
MOE22062417;07.11.2022;OT62-ELQ6216A2A  USK ver3;42000;;;;;;;;;;
VAJ22062418;07.11.2022;OT62-ELQ6216A2A ver2;13000;;;;;;;;;;
VIL22062419;07.11.2022;OT62-ELQ6216A2A  USK ver3;7000;заміна!!!;;;;;;;;;
DEV22070420;07.11.2022;OT070-ELQ7013A9A USK;30000;заміна!!!;;;;;;;;;
DEV22070421;07.11.2022;OT070-ELQ7033A2A  TH580 USK;30000;;;;;;;;;;
WEI22153422;08.11.2022;OT153-ELQ1542A3A USK;5000;відібрати з 412;;;;;;;;;
WEI22153423;08.11.2022;OT153-ELQ1542A3A USK;6500;1  рулон;;;;;;;;;
DEV22070424;08.11.2022;OT070-ELQ7022A6A 28/28 USK ;24000;3 рулона;;;;;;;;;
BIL22895425;09.11.2022;0,19x895x907 USK BLANK;30000;;;;;;;;;;
BIL22877426;09.11.2022;0,18x877x942 USK BLANK;1000;далі зняти рулон;;;;;;;;;
BUF22838427;09.11.2022;0,17x838x942 USK ALU/С;26000;;;;;;;;;;
BIL22838428;09.11.2022;0,17x838x942 USK BLANK;11000;;;;;;;;;;
BUF22975429;09.11.2022;0,14x975x925 G/C USK;17000;;;;;;;;;;
BUF22918430;09.11.2022;0,14x918x925 IMP G/C;11200;пачки розпакувати;;;;;;;;;
BUF22918431;09.11.2022;0,14x918x925 G/C;4000;;;;;;;;;;
BIL22922432;09.11.2022;0,17x922x942 HBI BLANK;20000;;;;;;;;;;
BUF22975433;11.11.2022;0,14x975x925 IMP G/C;7610;;;;;;;;;;
BUF22975434;14.11.2022;0,14x975x925 G/C USK;30000;;;;;;;;;;
BUF22975435;14.11.2022;0,14x975x925 G/C USK;30000;;;;;;;;;;
BIL22808436;14.11.2022;0,18x808x908 USK BLANK;30000;62т жерсті;;;;;;;;;
BIL22808437;14.11.2022;0,18x808x908 USK BLANK;28000;;;;;;;;;;
VAJ22096438;15.11.2022;OT096-A07B05 USK Vaja auto;32000;;;;;;;;;;
BIL22808439;15.11.2022;0,20x808x908 USK BLANK;28000;;;;;;;;;;
BIL22808440;15.11.2022;0,18x808x908 ERD BLANK;6000;;;;;;;;;;
BUF22920441;15.11.2022;0,16x920x778 USK Alu/C;30000;;;;;;;;;;
BUF22942442;16.11.2022;0,16x942x790 ALU/С;7000;;;;;;;;;;
VIL22954443;16.11.2022;OT62-ELQ6216A2A  USK ver3;30000;;;;;;;;;;
BIL22896444;05.12.2022;0,18x896x795 USK W/С;20000;;;;;;;;;;
BIL22896445;05.12.2022;0,17x896x795 W/C;20000;;;;;;;;;;
BIL22959446;05.12.2022;0,17x959x901 USK BLANK;19000;;;;;;;;;;
MOE22062447;05.12.2022;OT62-ELQ6216A2A  USK ver3;4500;;;;;;;;;;
BIL22959448;05.12.2022;0,17x959x901 USK BLANK;37000;;;;;;;;;;
BUF22975449;06.12.2022;0,14x975x925 G/C USK;18000;;;;;;;;;;
BUF22838450;06.12.2022;0,17x838x942 ALU/С;39000;;;;;;;;;;
BUF22838451;06.12.2022;0,17x838x942 USK ALU/С;8000;;;;;;;;;;
ZNO22153412A;02.11.2022;OT153-ELQ1542A3A USK;9000;перепак+долаковка;;;;;;;;;
BUF22096452;06.12.2022;OT96 Alu/C USK auto;20000;;;;;;;;;;
BUF22096453;06.12.2022;OT96 Alu/C HBI auto;15000;;;;;;;;;;
BUF22070454;06.12.2022;OT070-ELQ7013A9A TH550;25000;;;;;;;;;;
ZNO22070455;08.12.2022;OT070-ELQ7013A9A ;19000;;;;;;;;;;
DEV22070456;08.12.2022;OT070-ELQ7033A2A  TH580 USK;40000;;;;;;;;;;
BIL22895457;08.12.2022;0,19x895x907 USK BLANK;40000;;;;;;;;;;
BUF22975458;12.12.2022;0,14x975x925 G/C USK;24500;;;;;;;;;;
BUF22838459;13.12.2022;0,17x838x942 ALU/С;25000;;;;;;;;;;
BUF22838460;13.12.2022;0,17x838x942 ALU/С;25000;;;;;;;;;;
BIL22099461;13.12.2022;OT099-V14B05;5000;;;;;;;;;;
BIL22860462;13.12.2022;0,17*860*942 HBI BLANK;30000;;;;;;;;;;
BIL22860463;13.12.2022;0,17*860*942 HBI BLANK;30000;;;;;;;;;;
BIL22860464;13.12.2022;0,17x860x795 BLANK;13000;;;;;;;;;;
BUF22877465;14.12.2022;0,18x877x1066 W/G IMP;13000;;;;;;;;;;
BIL22808466;15.12.2022;0,18x808x908 USK BLANK;40000;калібровка;;;;;;;;;
BUF22096467;19.12.2022;OT96 Alu/C HBI auto;35000;;;;;;;;;;
VAJ22096468;19.12.2022;OT96 Alu/G Vaja (auto);25000;;;;;;;;;;
VAJ22096469;19.12.2022;OT96 Alu/G Vaja (auto);22000;;;;;;;;;;
BUF22830470;19.12.2022;0,18x830x801 Alu/C 28S;15600;;;;;;;;;;
BIL22808471;21.12.2022;0,18x808x908 USK BLANK;40000;калібровка;;;;;;;;;
BUF22830472;23.12.2022;0,18x830x801 Alu/C 28S;20000;;;;;;;;;;
BUF22830473;23.12.2022;0,18x830x801 Alu/C 28S;20000;;;;;;;;;;
BUF22070474;26.12.2022;OT070-ELQ7013A9A ;40000;;;;;;;;;;
BUF22975475;26.12.2022;0,14x975x925 G/C USK;8000;;;;;;;;;;
MOE22062476;26.12.2022;OT62-ELQ6216A2A  USK ver3;30000;;;;;;;;;;
BIL22860477;26.12.2022;0,18x860x873 USK BLANK;25000;;;;;;;;;;
BUF22913478;27.12.2022;0,14x913x766 USK A08;30000;;;;;;;;;;
BUF22942479;27.12.2022;0,16x942x790 ALU/С;18000;;;;;;;;;;
BUF22838480;28.12.2022;0,17x838x942 ALU/С;20000;;;;;;;;;;
BIL23860481;16.01.2023;0,18x860x873 TH460 ARF BLANK;30000;;;;;;;;;;
BIL23860482;16.01.2023;0,18x860x873 TH460 USK BLANK;20000;;;;;;;;;;
BIL23099483;17.01.2023;OT99-921XQ 0,20 ALU/G;20000;;;;;;;;;;
BUF23096484;17.01.2023;OT96 Alu/C HBI auto;10000;;;;;;;;;;
BUF23975485;17.01.2023;0,14x975x925 G/C;30000;;;;;;;;;;
DEV23099486;18.01.2023;OT99-D10B05;700;;;;;;;;;;
DEV23096487;18.01.2023;OT96-D10B05;700;;;;;;;;;;
BIL23902488;18.01.2023;0,19x902x907 USK BLANK;30000;;;;;;;;;;
BUF23070489;19.01.2023;OT070-ELQ7013A9A ;31000;;;;;;;;;;
VIL23062490;19.01.2023;OT62-ELQ6216A2A  USK ver3;38000;;;;;;;;;;
 BIL23922491;20.01.2023;0,17x922x868 HBI TH550 BLANK;20000;;;;;;;;;;
BUF23070492;20.01.2023;OT070-ELQ7013A9A ;20000;;;;;;;;;;
ZNO23153493;20.01.2023;OT153-ELQ1554A0A;11000;;;;;;;;;;
WEI23153494;23.01.2023;OT153-ELQ1542A3A HBI;11000;;;;;;;;;;
ZNO23153495;23.01.2023;OT153-ELQ1554A0A;11000;;;;;;;;;;
BUF23950496;25.01.2023;0,14x950x925 G/C USK;20000;;;;;;;;;;
BIL23838497;25.01.2023;0,17x838x942 BLANK;37000;;;;;;;;;;
DEV23070498;26.01.2023;OT070-ELQ7022A6A ;20000;;;;;;;;;;
ZNO23070499;26.01.2023;OT070-ELQ7013A9A ;20000;;;;;;;;;;
BIL23920500;27.01.2023;0,16x920x778 USK BIL;11000;;;;;;;;;;
BUF23912501;27.01.2023;0,15x912x925 G/C HBI;25000;;;;;;;;;;
VAJ23096502;27.01.2023;OT96 Alu/G Vaja (auto);10000;;;;;;;;;;
BUF23096503;27.01.2023;OT96 Alu/C HBI auto;30000;;;;;;;;;;
BIL23860504;30.01.2023;0,17*860*942 HBI BLANK;30000;;;;;;;;;;
BUF23918505;30.01.2023;0,14x918x925 G/C;7000;;;;;;;;;;
BUF23975506;30.01.2023;0,14x975x925 G/C;7000;;;;;;;;;;
BIL23902507;30.01.2023;0,19x902x907 USK BLANK;30000;;;;;;;;;;
BUF23942508;31.01.2023;0,16x942x790 ALU/С;30000;;;;;;;;;;
BUF23942509;31.01.2023;0,16x942x790 ALU/С;25000;;;;;;;;;;
BUF23950510;31.01.2023;0,14x950x925 G/C USK;20000;;;;;;;;;;
ZNO23153495A;31.01.2023;OT153-ELQ1542A3A HBI;3000;3-3,3т;;;;;;;;;
BUF23912511;03.02.2023;0,15x912x925 G/C HBI;36000;;;;;;;;;;
ZNO23153512;03.02.2023;OT153-ELQ1554A0A;10000;;;;;;;;;;
ZNO23153513;03.02.2023;OT153-ELQ1554A0A;10000;;;;;;;;;;
WEI23153514;04.02.2023;OT153-ELQ1542A3A HBI;10000;Ок;;;;;;;;;
VAJ23096515;06.02.2023;OT96 Alu/G Vaja (auto);30000;;;;;;;;;;
ZNO23153516;06.02.2023;OT153-ELQ1554A0A;10000;;;;;;;;;;
BUF23924517;06.02.2023;0,14x924x926 USK IMP G/K;315;;;;;;;;;;
BUF23920518;07.02.2023;0,16x920x778 USK Alu/C;9200;залишок з БЦ;;;;;;;;;
BUF23920519;07.02.2023;0,16x920x778 Alu/C;11800;;;;;;;;;;
BUF23913520;07.02.2023;0,14x913x766 21E;15000;;;;;;;;;;
BIL23838521;07.02.2023;0,17x838x942 BLANK;10000;;;;;;;;;;
BUF23913522;08.02.2023;0,14x913x766 ALU/C;7000;;;;;;;;;;
BUF23975523;08.02.2023;0,14x975x925 G/C;40000;;;;;;;;;;
BIL23950524;08.02.2023;0,27x950x780 HBI BLANK;2000;;;;;;;;;;
BIL23860525;08.02.2023;0,18x860x873  BLANK;40000;;;;;;;;;;
BUF23975526;09.02.2023;0,14x975x925 G/C;20000;;;;;;;;;;
BIL23860527;09.02.2023;0,18x860x873  BLANK;34000;;;;;;;;;;
BIL23099528;09.02.2023;OT99-921XQ 0,20 ALU/G;30000;;;;;;;;;;
BUF23838529;09.02.2023;0,17x838x942 ALU/С;20000;;;;;;;;;;
BUF23913530;09.02.2023;0,14x913x766 ALU/C;30000;;;;;;;;;;
BIL23896531;09.02.2023;0,17x896x795 BLANK;40000;;;;;;;;;;
BIL23896532;09.02.2023;0,18x896x795 USK BLANK;20000;;;;;;;;;;
BIL23896533;09.02.2023;0,18x896x795 RAS BLANK;20000;;;;;;;;;;
BIL23860534;09.02.2023;0,17x860x795 BLANK;25000;;;;;;;;;;
BIL23099535;13.02.2023;;8500;0,19*902 ;;;;;;;;;
ZNO23153536;13.02.2023;OT153-ELQ1554A0A;15000;;;;;;;;;;
WEI23153537;13.02.2023;OT153-ELQ1542A3A HBI;15000;;;;;;;;;;
BIL23860538;14.02.2023;0,18x860x873  BLANK;16000;;;;;;;;;;
BUF23096539;14.02.2023;OT96 Alu/C HBI auto;30000;;;;;;;;;;
BUF23096540;14.02.2023;OT96 Alu/C HBI auto;20000;;;;;;;;;;
BIL23808541;14.02.2023;0,18x808x908 HBI BLANK;34000;;;;;;;;;;
BUF23975542;15.02.2023;0,14x975x925 G/C;20000;;;;;;;;;;
BUF23975543;15.02.2023;0,15x975x925 G/C RAS;30000;;;;;;;;;;
BUF23918544;15.02.2023;0,15x918x925 G/C RAS;10000;;;;;;;;;;
BUF23920545;16.02.2023;0,14x920x778 Alu/C RAS;20000;;;;;;;;;;
BUF23920546;16.02.2023;0,16x920x778 Alu/C;20000;;;;;;;;;;
VIL23062547;16.02.2023;OT62-ELQ6216A2A  USK ver3;25000;;;;;;;;;;
VAJ23062548;16.02.2023;OT62-ELQ6216A2A ver2;25000;;;;;;;;;;
BUF23918549;17.02.2023;0,15x918x925 G/C RAS;20000;;;;;;;;;;
BIL23896550;17.02.2023;0,17x896x795 BLANK;10000;;;;;;;;;;
BUF23838551;17.02.2023;0,17x838x942 ALU/С;10000;;;;;;;;;;
BIL23895552;20.02.2023;0,19x895x907 BLANK;30000;;;;;;;;;;
BIL23895553;20.02.2023;0,19x895x907 BLANK;30000;;;;;;;;;;
BIL23896554;20.02.2023;0,17x896x795 W/C;40000;;;;;;;;;;
BUF23918555;20.02.2023;0,15x918x925 G/C RAS;20000;;;;;;;;;;
BUF23918556;20.02.2023;0,15x918x925 G/C RAS;20000;;;;;;;;;;
BUF23918557;21.02.2023;0,15x918x925 G/C RAS;20000;;;;;;;;;;
VAJ23096558;21.02.2023;OT96-15VK05 HBIS;7000;;;;;;;;;;
ZNO23153559;22.02.2023;OT153-ELQ0561A2A HBI;10000;;;;;;;;;;
BUF23070561;22.02.2023;OT70-ELQ7022A5A TH550;15000;;;;;;;;;;
BIL23959562;22.02.2023;0,17x959x901 BLANK;35000;;;;;;;;;;
BIL23860563;22.02.2023;0,18x860x873  BLANK;31000;;;;;;;;;;
BIL23099564;23.02.2023;OT99-921XQ 0,20 ALU/G;25000;;;;;;;;;;
BIL23099565;23.02.2023;OT99-921XQ 0,20 ALU/G;20000;;;;;;;;;;
BIL23896566;23.02.2023;0,17x896x795 BLANK;30000;;;;;;;;;;
BUF23918567;24.02.2023;0,15x918x925 G/C RAS;30000;;;;;;;;;;
BUF23913568;27.02.2023;0,14x913x766 ALU/C;30000;;;;;;;;;;
BUF23913569;27.02.2023;0,14x913x766 21E;20000;;;;;;;;;;
BUF23975570;27.02.2023;0,15x975x925 W/C RAS;20000;;;;;;;;;;
BUF23942571;27.02.2023;0,16x942x790 ALU/С;40000;;;;;;;;;;
BUF23096572;28.02.2023;OT96 Alu/C HBI auto;30000;;;;;;;;;;
VIL23062573;28.02.2023;OT62-ELQ6216A2A ver2;25000;;;;;;;;;;
VIL23062574;28.02.2023;OT62-ELQ6216A2A ver2;25000;;;;;;;;;;
BIL23860575;01.03.2023;0,18x860x873  BLANK;40000;;;;;;;;;;
ZNO23153576;01.03.2023;OT153-ELQ1554A0A;10000;;;;;;;;;;
ZNO23153577;01.03.2023;OT153-ELQ0561A2A HBI;17000;;;;;;;;;;
BIL23860578;01.03.2023;0,17x860x795 BLANK;40000;;;;;;;;;;
WEI23153579;02.03.2023;OT153-ELQ1542A3A HBI;6000;;;;;;;;;;
BUF23096580;03.03.2023;OT96 Alu/C HBI auto;30000;;;;;;;;;;
BUF23942581;06.03.2023;0,16x942x790 ALU/С;30000;;;;;;;;;;
BIL23808582;06.03.2023;0,18x808x908 HBI BLANK;7000;;;;;;;;;;
BUF23070583;06.03.2023;OT070-ELQ7013A9A TH550;20000;;;;;;;;;;
BUF23070584;06.03.2023;OT070-ELQ7013A9A ERD;7800;;;;;;;;;;
BUF23838585;06.03.2023;0,17x838x942 ALU/С;10000;;;;;;;;;;
ZNO23153586;06.03.2023;OT153-W18U23 USK;3800;ПЕРЕВЕРНУТИ;;;;;;;;;
ZNO23153587;06.03.2023;OT153-ELQ1542A3A USK;5600;;;;;;;;;;
WEI23153588;06.03.2023;OT153-ELQ1542A3A HBI;5000;;;;;;;;;;
ZNO23153589;06.03.2023;OT153-ELQ1554A0A;5000;;;;;;;;;;
DEV23099590;06.03.2023;OT99-D10B05 203XQ;6500;;;;;;;;;;
BIL23895591;06.03.2023;0,19x895x907 BLANK;40000;;;;;;;;;;
BIL23918592;07.03.2023;0,15x918x925 BLANK RAS;32500;залишок нам!!!;;;;;;;;;
BUF23918593;07.03.2023;0,15x918x925 G/C RAS;14000;;;;;;;;;;
ZNO23153594;08.03.2023;OT153-W18B35 USK;10000;;;;;;;;;;
BUF23913595;08.03.2023;0,14x913x766 ALU/C;27000;;;;;;;;;;
BUF23913596;08.03.2023;0,14x913x766 21E;23000;;;;;;;;;;
BIL23895597;08.03.2023;0,19x895x907 BLANK;30000;;;;;;;;;;
VIL23062598;13.03.2023;OT62-ELQ6216A2A ver2;20000;;;;;;;;;;
VIL23062599;13.03.2023;OT62-ELQ6216A2A ver2;20000;;;;;;;;;;
BIL23896600;13.03.2023;0,17x896x795 BLANK;40000;;;;;;;;;;
BUF23096601;14.03.2023;OT96 Alu/C HBI auto;22000;;;;;;;;;;
BUF23096602;14.03.2023;OT96 Alu/C HBI auto;23000;;;;;;;;;;
BUF23838603;14.03.2023;0,17x838x942 ALU/С;40000;;;;;;;;;;
BIL23896604;14.03.2023;0,18x896x795 BLANK;40000;всі, що є;;;;;;;;;
BUF23975605;14.03.2023;0,15x975x925 G/C USK;40000;;;;;;;;;;
BUF23838606;15.03.2023;0,17x838x942 ALU/С;20000;;;;;;;;;;
BUF23920607;15.03.2023;0,16x920x778 Alu/C;20000;;;;;;;;;;
BIL23922608;15.03.2023;0,17x922x868 HBI TH550 BLANK;21000;;;;;;;;;;
ZNO23153609;15.03.2023;OT153-ELQ1554A0A USK;10000;;;;;;;;;;
ZNO23153610;15.03.2023;OT153-ELQ1554A0A;11500;;;;;;;;;;
BUF23070611;16.03.2023;OT070-ELQ7013A9A ;20000;;;;;;;;;;
VIL23062612;16.03.2023;OT62-ELQ6216A2A ver2;30000;;;;;;;;;;
VIL23062613;16.03.2023;OT62-ELQ6216A2A ver2;30000;;;;;;;;;;
BUF23918614;17.03.2023;0,15x918x925 G/C USK;19000;;;;;;;;;;
BUF23838615;17.03.2023;0,17x838x942 ALU/С;20000;;;;;;;;;;
BIL23860616;20.03.2023;0,18x860x873  BLANK;40000;;;;;;;;;;
BIL23913617;20.03.2023;0,14x913x766 USK BLANK;7500;НЕ менше!;;;;;;;;;
BUF23913618;20.03.2023;0,14x913x766 USK A08;30000;;;;;;;;;;
BUF23096619;20.03.2023;OT96 Alu/C HBI auto;20000;;;;;;;;;;
BUF23070620;20.03.2023;OT070-ELQ7013A9A ;18000;;;;;;;;;;
BUF23942621;21.03.2023;0,16x942x790 ALU/С USK;9000;;;;;;;;;;
BUF23942622;21.03.2023;0,16x942x790 ALU/С;9000;;;;;;;;;;
BUF23838623;21.03.2023;0,17x838x942 ALU/С;25000;;;;;;;;;;
BUF23838624;21.03.2023;0,17x838x942 ALU/С;25000;;;;;;;;;;
BIL23838625;21.03.2023;0,20x838x690 BLANK;2400;;;;;;;;;;
BUF23975626;22.03.2023;0,15x975x925 G/C USK;9000;;;;;;;;;;
BUF23975627;22.03.2023;0,14x975x925 G/C USK;18000;;;;;;;;;;
BUF23070628;22.03.2023;OT070-ELQ7013A9A ;20000;;;;;;;;;;
DEV23070629;22.03.2023;OT070-ELQ7022A5A 21Е HBI;20000;;;;;;;;;;
BIL23896630;23.03.2023;0,17x896x795 BLANK USK;30000;;;;;;;;;;
BIL23896631;23.03.2023;0,17x896x795 BLANK USK;30000;;;;;;;;;;
BUF23918632;27.03.2023;0,15x918x925 G/C USK;30000;;;;;;;;;;
BUF23918633;27.03.2023;0,15x918x925 G/C USK;30000;;;;;;;;;;
ZNO23070634;27.03.2023;OT070-ELQ7013A11A;6000;;;;;;;;;;
ZNO23070635;27.03.2023;OT070-ELQ7013A9A ;25000;;;;;;;;;;
BUF23070636;27.03.2023;OT070-ELQ7013A9A ;25000;;;;;;;;;;
BUF23975637;28.03.2023;0,15x975x925 G/C USK;9000;;;;;;;;;;
BUF23975638;28.03.2023;0,14x975x925 G/C USK;40000;;;;;;;;;;
BIL23896639;28.03.2023;0,17x896x795 BLANK;40000;;;;;;;;;;
BIL23896640;28.03.2023;0,17x896x795 BLANK USK;9000;;;;;;;;;;
BUF23942641;28.03.2023;0,16x942x790 ALU/С;20000;;;;;;;;;;
BIL23896642;29.03.2023;0,18x896x795 BLANK;30000;;;;;;;;;;
BIL23896643;29.03.2023;0,18x896x795 BLANK;30000;;;;;;;;;;
BUF23975644;29.03.2023;0,15x975x925 G/C USK;10000;;;;;;;;;;
BUF23918645;29.03.2023;0,15x918x925 G/C USK;30000;;;;;;;;;;
BUF23838646;03.04.2023;0,17x838x942 ALU/С;30000;;;;;;;;;;
BUF23838647;03.04.2023;0,17x838x942 ALU/С;30000;;;;;;;;;;
BUF23096648;03.04.2023;OT96 Alu/C HBI auto;30000;;;;;;;;;;
BIL23808649;03.04.2023;0,18x808x908 HBI BLANK;40000;;;;;;;;;;
VAJ23062650;04.04.2023;OT62-ELQ6215A5A HBI 21E;25000;;;;;;;;;;
VIL23062651;04.04.2023;OT62-ELQ6216A2A ver2;25000;;;;;;;;;;
BUF23070652;04.04.2023;OT070-ELQ7013A9A ;25000;;;;;;;;;;
BUF23070653;05.04.2023;OT070-ELQ7013A9A ;25000;;;;;;;;;;
BUF23920654;05.04.2023;0,16x920x778 Alu/C;21000;;;;;;;;;;
BUF23913655;05.04.2023;0,14x913x766 USK A08;25000;;;;;;;;;;
BUF23877656;05.04.2023;0,18x877x1066 W/G;6000;;;;;;;;;;
BIL23896657;05.04.2023;0,18x896x795 BLANK;30000;;;;;;;;;;
BIL23896658;06.04.2023;0,18x896x795 BLANK;30000;;;;;;;;;;
BIL23896659;06.04.2023;0,18x896x795 BLANK;33000;;;;;;;;;;
BUF23975660;06.04.2023;0,14x975x925 G/C USK;20000;;;;;;;;;;
ZNO23153661;10.04.2023;OT153-ELQ1554A0A USK;25000;;;;;;;;;;
BIL23860662;10.04.2023;0,18x860x873  BLANK;25000;;;;;;;;;;
BUF23975663;10.04.2023;0,14x975x925 W/K USK;15000;;;;;;;;;;
BUF23838664;10.04.2023;0,17x838x942 ALU/С;20000;;;;;;;;;;
BUF23838665;10.04.2023;0,17x838x942 ALU/С;25000;;;;;;;;;;
BIL23896666;11.04.2023;0,18x896x795 BLANK;30000;;;;;;;;;;
BUF23070667;11.04.2023;OT070-ELQ7013A9A ;20000;;;;;;;;;;
BIL23895668;11.04.2023;0,19x895x907 USK BLANK;45000;;;;;;;;;;
BUF23096669;12.04.2023;OT96 Alu/C HBI auto;35000;;;;;;;;;;
VIL23062670;12.04.2023;OT62-ELQ6216A2A ver2;20000;;;;;;;;;;
VIL23062671;12.04.2023;OT62-ELQ6216A2A ver2;20000;;;;;;;;;;
BIL23860672;12.04.2023;0,18x860x873  BLANK;25000;;;;;;;;;;
BIL23860673;12.04.2023;0,18x860x873  BLANK;20000;;;;;;;;;;
UTS23920674;12.04.2023;0,16x920x778 W/G ;1600;;;;;;;;;;
UTS23922675;12.04.2023;0,17x922x868 W/G;1957;;;;;;;;;;
UTS23954676;12.04.2023;0,17x954x848 W/G;2142;;;;;;;;;;
UTS23959677;12.04.2023;0,17x959x901 W/G;875;;;;;;;;;;
UTS23838678;12.04.2023;0,17x838x942 W/G;2633;;;;;;;;;;
UTS23840679;12.04.2023;0,17x840x942 W/G ;310;;;;;;;;;;
UTS23860680;12.04.2023;0,17х860х795  W/G ;420;;;;;;;;;;
UTS23860681;12.04.2023;0,18x860x942 W/G ;755;;;;;;;;;;
UTS23896682;12.04.2023;0,17x896x795 W/G;813;;;;;;;;;;
UTS23896683;12.04.2023;0,18x896x795 W/G;5647;;;;;;;;;;
UTS23918684;12.04.2023;0,14x918x925 W/G;526;;;;;;;;;;
UTS23950685;12.04.2023;0,14х950х925  W/G ;262;;;;;;;;;;
UTS23975686;12.04.2023;0,14x975x925 W/G;1294;;;;;;;;;;
ZNO23153687;13.04.2023;OT153-20EB05 TEST;1000;;;;;;;;;;
BIL23896688;13.04.2023;0,18x896x795 BLANK;10000;;;;;;;;;;
BIL23896689;13.04.2023;0,18x896x795 USK BLANK;19000;;;;;;;;;;
BIL23896690;14.04.2023;0,17x896x795 BLANK;10000;;;;;;;;;;
BUF23838691;18.04.2023;0,17x838x942 ALU/С;40000;;;;;;;;;;
BUF23838692;18.04.2023;0,17x838x942 ALU/С;40000;;;;;;;;;;
BUF23070693;18.04.2023;OT070-ELQ7013A9A ;35000;;;;;;;;;;
BUF23913694;18.04.2023;0,14x913x766 USK A08;35000;;;;;;;;;;
BIL23913695;19.04.2023;0,14x913x766 USK BLANK;12000;;;;;;;;;;
VIL23062696;19.04.2023;OT62-ELQ6216A2A ver2;20000;;;;;;;;;;
VIL23062697;19.04.2023;OT62-ELQ6216A2A ver2;20000;;;;;;;;;;
BIL23908698;19.04.2023;0,20x908x1112 RAS BLANK;10000;;;;;;;;;;
BIL23838699;19.04.2023;0,17x838x942 BLANK;25000;;;;;;;;;;
BUF23975700;20.04.2023;0,15x975x925 G/C USK;28000;;;;;;;;;;
BUF23975701;20.04.2023;0,14x975x925 W/K USK;18000;;;;;;;;;;
BUF23918702;20.04.2023;0,14x918x925 USK G/C;22000;;;;;;;;;;
BIL23896703;24.04.2024;0,18x896x795 USK BLANK;40000;;;;;;;;;;
BUF23942704;24.04.2024;0,16x942x790 ALU/С;30000;;;;;;;;;;
BUF23942705;24.04.2024;0,16x942x790 ALU/С;30000;;;;;;;;;;
DEV23922706;24.04.2024;OT070-ELQ7033A2A  TH580;12000;;;;;;;;;;
BUF23913707;24.04.2024;0,14x913x766 USK A08;20000;;;;;;;;;;
BUF23922708;24.04.2024;OT070-ELQ7013A9A TH550;7000;;;;;;;;;;
BUF23942709;24.04.2024;0,16x942x790 ALU/С;20000;;;;;;;;;;
BIL23860710;24.04.2024;0,18x860x873  BLANK;30000;;;;;;;;;;
BIL23860711;24.04.2024;0,18x860x873  BLANK;20000;;;;;;;;;;
BIL23896712;26.04.2024;0,17x896x795 BLANK;30000;;;;;;;;;;
BIL23896713;26.04.2024;0,17x896x795 BLANK;30000;;;;;;;;;;
BIL23896714;26.04.2024;0,17x896x795 BLANK;20000;;;;;;;;;;
BIL23895715;26.04.2024;0,19x895x907 BLANK;35000;;;;;;;;;;
BUF23913716;26.04.2023;0,14x913x766 USK 21E;25000;;;;;;;;;;
DEV23070717;02.05.2023;OT070-ELQ7033A2A  TH580;20000;;;;;;;;;;
BUF23942718;02.05.2023;0,16x942x790 ALU/С;20000;;;;;;;;;;
