Назва;Номенклатура ОТ (1С);Кінцевий продукт;Код прод. 1С;Формат порізки;Формат порізки (1С);Код поріз.  1С;розкрій;піддон;пачка;№Spec;Лакування;Прогін1;Прогін2;Прогін3;Прогін4;Формат Лакування (1С);Код лак.1С;SAP code;Coil;IC codes of coils;for barcode
OT070-ELQ7022A6A 28/28 USK ;OT070-ELQ7022A6A-W14K05-993DE-170TH580S2828-USK-90300;OT70-ELQ7022A6A ;UA0005547;0,17x922x868 2,8/2,8 TH580;M-922-868-170TH580S2828-USK;UA0005445;СКРОЛЛ;884х850;1500;70-5;2W/C;PL1019-34;818062;818062;;L-922-868-170TH580S2828-USK-W14K05;UA0005546;48015775;C-922----170TH580S2828- USK;UA0004829;0.17-922-868-TH580-S2828-USK
0,18x877x942 USK BLANK;T-877-942-180TS275S2828-USK BLANK;TEST;UA0005552;0,18x877x942 2,8/2,8 TS275;T-877-942-180TS275S2828-USK BLANK;UA0005552;ПРЯМ;932х870;1100;;;;;;;;;40204793;C-877----180TS275S2828-USK;fff010346;0.18-877-942-TS275-S2828-USK
0,17x838x942 USK BLANK; T-838-942-170TH550F2820-USK BLANK;;UA0005555;0,17x838x942 2,0/2,8 TH550; T-838-942-170TH550F2820-USK BLANK;UA0005555;ПРЯМ;917х813;1500;;;;;;;;;40301630;C-838-----170TH550F2820-USK;UA0005353;0.17-838-942-TH550-F2820-USK
0,17x922x942 HBI BLANK;T-922-942-170TH550F2828-HBI;OT70;UA0005219;0,17x922x942 2,8/2,8 TH550;T-922-942-170TH550F2828-HBI;UA0005219;ПРЯМ;900x893;1500;;;;;;;;;40202511;C-922----170TH550F2828-HBI;fff009813;0.17-922-942-TH550-F2828-HBI
0,14x918x925 IMP G/C;L-918-925-140TS550S2828-USK-IMP-C06K05;73/70x47 G/K;UA0005566;0,14x918x925 2,8/2,8 TS550 ;T-918-925-140TS550S2828-USK-IMP;UA0005564;ПРЯМ;900x893;1500;BUF-9 A;G/C;PL1019-34;101597;;;L-918-925-140TS550S2828-USK-IMP-C06K05;UA0005566;41211447;;;0.14-918-925-TS550-S2828-USK-IMP
OT070-ELQ7013A9A USK;OT070-ELQ7013A9A-07CK05-993DE-170TH580S2828-USK-90300;OT70;UA0005573;0,17x922x868 2,8/2,8 TH580;M-922-868-170TH580S2828-USK;UA0005445;СКРОЛЛ;884х850;1500;70-3 A;G/C;PL1019-34;816361;;;L-922-868-170TH580S2828-USK-07CK05;UA0005571 ;48015754;C-922----170TH580S2828- USK;UA0004829;0.17-922-868-TH580-S2828-USK
0,18x808x908 ERD BLANK;M-808-908-180TH550F2820-ERD BLANK;ОТ96;UA0005595;0,18x808x908 2,8/2,0 TH550;M-808-908-180TH550F2820-ERD BLANK;UA0005595;СКРОЛЛ;900х771;1600;---;---;---;---;---;---;---;---;;C-860----180TH550F2820-ERD;UA0001610;0.18-808-908-TH550-F2820-ERD
0,17x959x901 USK BLANK;M-959-901-170TH550F2828-USK BLANK ;OT73;UA0005738;0,17x959x901 2,8/2,8 TH550;M-959-901-170TH550F2828-USK BLANK ;UA0005738;СКРОЛЛ;920х935;1500;---;---;---;---;---;---;---;---;40200412;C-959-----170TH550F2828-USK;UA0004830;0.17-959-901-TH550-F2828-USK
0,18x896x795 USK W/С;L-896-795-180TH550F5028-USK-V14K05;Can body 0,18 W/C;UA0005740;0,18x896x795 2,8/5,0 TH550;T-896-795-180TH550F2850-USK;UA0005741;ПРЯМ;770х869;1500;BIL-7;W/С;PL1019-34;818062;;;L-896-795-180TH550F5028-USK-V14K05;UA0005740;41203977;C-896-----180TH550F2850-USK;UA0004617;0.18-896-795-TH550-F2850-USK
0,18x877x1066 W/G IMP;L-877-1066-180TS275S2828-USK-21EB05;99x33 W/G;UA0003686;0,18x877x1066 2,8/2,8 TS275;T-877-1066-180TS275S2828-USK-IMP;UA0005649;ПРЯМ;1041х852;1100;BUF-13 A;W/G;PL1014-59;DE4488-3LV;DE5449-4;;L-877-1066-180TS275S2828-USK-21EB05;UA0003686;41212141;;;0.18-877-1066-TS275-S2828-USK-IMP
0,18x860x873 TH460 USK BLANK;M-860-873-180TH460S2828-USK BLANK;;UA0005995;0,18x860x873 2,8/2,8 TH460;M-860-873-180TH460S2828-USK BLANK;UA0005995;СКРОЛЛ;903х844;1500;;;;;;;;;40301066;C-872-----180TH460S2828-USK;UA0005955;0.18-860-873-TH460-S2828-USK
0,18x860x873 TH460 ARF BLANK;M-860-873-180TH460S2828-ARF BLANK;;UA0005996;0,18x860x873 2,8/2,8 TH460;M-860-873-180TH460S2828-ARF BLANK;UA0005996;СКРОЛЛ;903х844;1500;;;;;;;;;40301066;C-872-----180TH460S2828-ARF;UA0005954;0.18-860-873-TH460-S2828-ARF
OT99-D10B05;OT099-921XQ-200TH550S2828-HBI-D10B05-42000;TEST;UA0005972;0,20x838x941, 2,8/2,8 TH550;M-838-941,7-200TH550S2828-HBI;fff005881;СКРОЛЛ;820х942;1500;99-C-6 A;D10B05;;;;;L-838-941,7-200TH550S2828-HBI-D10B05;UA0005971;48019385;C-838---200TH550S2828-HBI;fff008623;0.20-838-941.7-TH550-S2828-HBI
OT96-D10B05;OT096-D10B05-ARGO-200TH550S2828-HBI-38850;TEST;UA0005987;0,20x808x908 2,8/2,8 TH550;M-808-908-200TH550S2828-HBI;fff010618;СКРОЛЛ;900х771;1600;96-6 A;D10B05;;;;;L-808-908-200TH550S2828-HBI-D10B05;UA0005989;48019395;С-808---200TH550S2828-HBI;fff010619;0.20-808-908-TH550-S2828-HBI
0,19x902x907 USK BLANK;M-902-907-190TH550F2820-USK BLANK;OT83 ;UA0006017;0,19x902x907 2,8/2,0 TH550;M-902-907-190TH550F2820-USK BLANK;UA0006017;СКРОЛЛ;932х870;1500;---;---;---;---;---;---;---;---;;C-902-----190TH550F2820-USK;UA0005950;0.19-902-907-TH550-F2820-USK
0,14x950x925 G/C USK;L-950-925-140TS480F2020-USK-C06K05;73/70x57 G/K;UA0006072;0,14x950x925 2,0/2,0 TS480;T-950-925-140TS480F2020-USK;UA0006071;ПРЯМ;900 х 950;1500;BUF-11 B;G/C;;;;;L-950-925-140TS480F2020-USK-C06K05;UA0006072;41201612;C-950----140TS480F2020-USK;UA0006065;0.14-950-925-TS480-F2020-USK
0,16x920x778 USK BIL;M-920-778-160TS480S2828-USK BLANK;"Draw can 73x32; 73x36,5  BLANK/ BIL";UA0006101;0,16x920x778 2,8/2,8 TS480;M-920-778-160TS480S2828-USK BLANK;UA0006101    ;СКРОЛЛ;818х895;1600;---;---;---;---;---;---;---;---;40300553;C-920----160TS480S2828-USK;fff009562;0.16-920-778-TS480-S2828-USK
0,15x912x925 G/C HBI;L-912-925-150TS550S2828-HBI-C06K05;73/70x47 G/K;UA0006100;0,15x912x925 2,8/2,8 TS550;T-912-925-150TS550S2828-HBI;UA0006103;ПРЯМ;900x893;1500;BUF-9 B;G/C;;;;;L-912-925-150TS550S2828-HBI-C06K05;UA0006100;41205302;C-912----150TS550S2828-HBI;UA0006104;0.15-912-925-TS550-S2828-HBI
0,14x924x926 USK IMP G/K;L-924-926-140TH520F2828-USK-IMP-C06K05;TRIAL 73/70x47 G/K;UA0006154;0,14x924x926 2,8/2,8 TH520;T-924-926-140TH520F2828-USK-IMP;UA0005354;ПРЯМ;;1500;BUF-9 C;G/C;;;;;L-924-926-140TH520F2828-USK-IMP-C06K05;UA0006154;;;;0.14-924-926-TH520-F2828-USK-IMP
0,27x950x780 HBI BLANK;T-950-780-270TH435S2828-HBI BLANK;;UA0006182;0,27x950x780 2,8/2,8 TH435;T-950-780-270TH435S2828-HBI BLANK;UA0006182;ПРЯМ;A;;;;;;;;;;;C-950----270TH435S2828-HBI;fff010184;0.27-950-780-TH435-S2828-HBI
0,15x975x925 G/C RAS;L-975-925-150TS550S2828-RAS-C06K05;73/70x57 G/K;UA0006236;0,15x975x925 2,8/2,8 TS550;T-975-925-150TS550S2828-RAS;UA0006234;ПРЯМ;900 х 950;1500;BUF-11 C;G/C;PL1019-34;101597;;;L-975-925-150TS550S2828-RAS-C06K05;UA0006236;;C-975----150TS550S2828-RAS;UA0006081;0.15-975-925-TS550-S2828-RAS
0,15x918x925 G/C RAS;L-918-925-150TS550S2828-RAS-C06K05;73/70x47 G/K;UA0006237;0,15x918x925 2,8/2,8 TS550;T-918-925-150TS550S2828-RAS;UA0006235;ПРЯМ;900x893;1500;BUF-9 C;G/C;PL1019-34;101597;;;L-918-925-150TS550S2828-RAS-C06K05;UA0006237;;C-918----150TS550S2828-RAS;UA0006080;0.15-918-925-TS550-S2828-RAS
0,14x920x778 Alu/C RAS;L-920-778-140TS340S2828-RAS-А08К05;"Draw can 73x36,5 ; 73x32 Ap/K";UA0006249;0,14x920x778 2,8/2,8 TS340;M-920-778-140TS340S2828-RAS;UA0006247;СКРОЛЛ;818х895;1600;BUF-7 C;ALU/C;PL1019-34;28S30WB-1;;;L-920-778-140TS340S2828-RAS-А08К05;UA0006249;;C-920----140TS340S2828-RAS;UA0006189;0.14-920-778-TS340-S2828-RAS
OT96-15VK05 HBIS;OT096-15VK05-ARGO-200TH550S2828-HBI-38850;;UA0005918;0,20x808x908 2,8/2,8 TH550;M-808-908-200TH550S2828-HBI;fff010618;СКРОЛЛ;900х771;1600;96-8 A;W/C 15V;;;;;L-808-908-200TH550S2828-HBI-15VK05;UA0005919;48019174;C-808----200TH550S2828-HBI;fff010619;0.20-808-908-TH550-S2828-HBI
OT70-ELQ7022A5A TH550;OT070-ELQ7022A5A-21ЕК05-993DE-170TH550F2828-HBI-90300;OT70 0,17 W/K;UA0006283;0,17x922x868 2,8/2,8 TH550;M-922-868-170TH550F2828-HBI;fff009814;СКРОЛЛ;884х850;1500;70-6 C;21E;;;;;L-922-868-170TH550F2828-HBI-21ЕК05;UA0006282;48019139;C-922---170TH550F2828-HBI;fff009813;0.17-922-868-TH550-F2828-HBI
0,15x975x925 W/C RAS;L-975-925-150TS550S2828-RAS-21EK05;73/70x57 W/K;UA0006322;0,15x975x925 2,8/2,8 TS550;T-975-925-150TS550S2828-RAS;UA0006234;ПРЯМ;900 х 950;1500;BUF-12 B;21E;;;;;L-975-925-150TS550S2828-RAS-21EK05;UA0006322;;C-975----150TS550S2828-RAS;UA0006081;0.15-975-925-TS550-S2828-RAS
OT070-ELQ7013A9A ERD;OT070-ELQ7013A9A-07CK05-993DE-170TH580S2828-ERD-90300;OT70 0,17 G/K;UA0005868;0,17x922x868 2,8/2,8 TH580;M-922-868-170TH580S2828-ERD ;UA0002672;СКРОЛЛ;884х850;1500;70-3 A;G/C;PL1019-34;816361;;;L-922-868-170TH580S2828-ERD-07CK05;UA0005867;48015754;C-922----170TH580S2828- ERD;UA0001609;0.17-922-868-TH580-S2828-ERD
OT99-D10B05 203XQ;OT099-203XQ-200TH550S2828-HBI-D10B05-42000;OT99 TEST;UA0006377;0,20x838x941, 2,8/2,8 TH550;M-838-941,7-200TH550S2828-HBI;fff005881;СКРОЛЛ;820х942;1500;99-C-6 A;D10B05;;;;;L-838-941,7-200TH550S2828-HBI-D10B05;UA0005971;48019385;C-838---200TH550S2828-HBI;fff008623;0.20-838-941.7-TH550-S2828-HBI
0,15x918x925 BLANK RAS;T-918-925-150TS550S2828-RAS BLANK;;UA0006381;0,15x918x925 2,8/2,8 TS550;T-918-925-150TS550S2828-RAS BLANK;UA0006381;ПРЯМ;900x893;1500;;;;;;;;;40200317;C-918----150TS550S2828-RAS;UA0006080;0.15-918-925-TS550-S2828-RAS
0,15x975x925 G/C USK;L-975-925-150TS550S2828-USK-C06K05;73/70x57 G/K;UA0006424;0,15x975x925 2,8/2,8 TS550;T-975-925-150TS550S2828-USK;UA0006425;ПРЯМ;900 х 950;1500;BUF-11 C;G/C;;;;;L-975-925-150TS550S2828-USK-C06K05;UA0006424;41211426;C-975----150TS550S2828-USK;UA0006082  ;0.15-975-925-TS550-S2828-USK
0,15x918x925 G/C USK;L-918-925-150TS550S2828-USK-C06K05;73/70x47 G/K;UA0006481;0,15x918x925 2,8/2,8 TS550;T-918-925-150TS550S2828-USK;UA0006480;ПРЯМ;900x893;1500;BUF-9 C;G/C;PL1019-34;101597;;;L-918-925-150TS550S2828-USK-C06K05;UA0006481;41200601;C-918----150TS550S2828-USK;UA0006083;0.15-918-925-TS550-S2828-USK
0,16x942x790 ALU/С USK;L-942-790-160TS480S2020-USK-А08К05;73x34 Ap/K;UA0006484;0,16x942x790 2,0/2,0 TS480;M-942-790-160TS480S2020-USK  ;UA0006483;СКРОЛЛ;830х917;1700;BUF-3 B;ALU/С;PL1019-34;28S30WB-1;;;L-942-790-160TS480S2020-USK-А08К05  ;UA0006484;49101572;C-942----160TS480S2020-USK  ;UA0006354;0.16-942-790-TS480-S2020-USK
0,20x838x690 BLANK;T-838-690-200TH550S2828-HBI BLANK;;UA0006293;0,20x838x690 2,8/2,8 TH550;T-838-690-200TH550S2828-HBI BLANK;UA0006293;ПРЯМ;;1400;;;;;;;;;40203925;C-838----200TH550S2828-HBI;fff008623;0.20-838-690-TH550-S2828-HBI
OT070-ELQ7022A5A 21Е HBI;OT070-ELQ7022A5A-21ЕК05-993DE-170TH580S5628-HBI-90300  ;OT070-ELQ7022A5A 21Е;UA0006498;0,17x922x868 5,6/2,8 TH580;M-922-868-170TH580S5628-HBI  ;UA0006501;СКРОЛЛ;884х850;1500;70-6 B;W/C 21Е;PL1019-34;DE4488-3LV;DE5449-4;;L-922-868-170TH580S5628-HBI-21ЕК05;UA0006500;48017751;C-922----170TH580S5628-HBI;UA0005958;0.17-922-868-TH580-S5628-HBI
0,17x896x795 BLANK USK;T-896-795-170TH550F2828-USK BLANK;Can body 0,17 BLANK;UA0006504;0,17x896x795 2,8/2,8 TH550;T-896-795-170TH550F2828-USK BLANK;UA0006504;ПРЯМ;770х869;1500;---;BLANK;---;---;---;---;---;---;40203369;C-896-----170TH550F2828-USK;UA0005066;0.17-896-795-TH550-F2828-USK
0,14х950х925  W/G ;Жерсть 0,14х950х925  W/G ;Жерсть 0,14х950х925  W/G ;;Жерсть 0,14х950х925  ;Жерсть 0,14х950х925  W/G ;;;;;V14B05;W/G;;;;;Жерсть 0,14х950х925  W/G ;;;;;
0,16x920x778 W/G ;Жерсть 0,16x920x778 W/G   ;Жерсть 0,16x920x778 W/G   ;;Жерсть 0,16x920x778 ;Жерсть 0,16x920x778 W/G   ;;;;;V14B05;W/G;;;;;Жерсть 0,16x920x778 W/G   ;;;;;
OT153-20EB05 TEST;OT153-20EB05-727LW-270TH435F5628-USK-12800;OT153 TEST;UA0006536;0,27x950x876 5,6/2,8 TH435 USK;M-950-876-270TH435F5628-USK;UA0000758;СКРОЛЛ;920х935;1100;153-5;W/G;816944;819059;816733;;L-950-876-270TH435F5628-USK-20EB05 MET;UA0006544;48019474;C-950----270TH435F5628-USK;UA0000757;0.27-950-876-TH435-F5628-USK
OT62-ELQ6216A2A  BAO ;OT062-ELQ6216A2A-15VK05-975HP-170TH435S2828-BAO-144000;OT62;UA0006779;0,17x954x848 2,8/2,8 TH435;M-954-848-170TH435S2828-BAO;UA0006777;СКРОЛЛ;830x917;1500;62-3 A;W/C 15V;PL1019-34;DE4488-3LV;;;L-954-848-170TH435S2828-BAO-15VK05;UA0006778;48013808;C-954----170TH435S2828-BAO;UA0006309;0.17-954-848-TH435-S2828-BAO
OT096-21EK05 2,8/2,8;OT096-21EK05-ARGO-200TH550S2828-HBI-38850;OT96 21EK05;UA0006785;0,20x808x908 2,8/2,8 TH550;M-808-908-200TH550S2828-HBI;fff010618;СКРОЛЛ;900х771;1600;96-10 B;21EK05;;;;;L-808-908-200TH550S2828-HBI-21EK05;UA0006785;48018777;C-808----200TH550S2828-HBI;fff010619;0.20-808-908-TH550-S2828-HBI
OT99-ELQ9999A0A ARP RAS;OT099-ELQ9999A0A---K05-715SU-250TH415F7575-RAS-42500 Hollande  ;OT99-ELQ9999A0A ARP;UA0006793;0,25x838x826 7,5/7,5 TH415;M-838-826-250TH415F7575-RAS;UA0006791;СКРОЛЛ;870х820;1500;99-S-2 A;P/C Hollande;PL1019-34;;;;L-838-826-250TH415F7575-RAS---K05 Hollande;UA0006792;48003644;C-838----250TH415F7575-RAS;UA0006078;0.25-838-826-TH415-F7575-RAS
OT153-ELQ1554A0A BAO;OT153-ELQ1554A0A-20EB05-727LW-270TH435F5628-BAO-12800;OT153;UA0006824;0,27x950x876 5,6/2,8 TH435 ;M-950-876-270TH435F5628-BAO;UA0006826;СКРОЛЛ;920х935;1100;153-1 A;W/G;PL1014-59;819059;816733;;L-950-876-270TH435F5628-BAO-20EB05;UA0006825;48004206;C-950----270TH435F5628-BAO;UA0006315;0.27-950-876-TH435-F5628-BAO
0,17x838x942 TH435 ALU/С;L-838-942-170TH435S2828-HBI-A55K05;99/96x48,5 Ap/K;UA0006834;0,17x838x942 2,8/2,8 TH435;T-838-942-170TH435S2828-HBI;UA0006833;ПРЯМ;917х813;1500;BUF-8 A;ALU/С;28S30WB-1;PL1019-34;;;L-838-942-170TH435S2828-HBI-A55K05;UA0006834;;C-954----170TH435S2828-HBI;fff008458;0.17-838-942-TH435-S2828-HBI
OT062-ELQ6216A3A USK;OT062-ELQ6216A3A-15VK05-975HP-160TH520S2828-USK-144000;OT62;UA0006858;0,16x954x848 2,8/2,8 TH520;M-954-848-160TH520S2828-USK;UA0006856;СКРОЛЛ;830x917;1500;62-3 B;W/C 15V;PL1019-34;DE4488-3LV;;;L-954-848-160TH520S2828-USK-15VK05;UA0006857;48014298;C-954----160TH520S2828-USK   ;UA0006845;0.16-954-848-TH520-S2828-USK
OT070-ELQ7033A2A  BAO;OT070-ELQ7033A2A-08CB05-993DE-170TH580S2828-BAO-90300   ;OT70 G/G;UA0006860;0,17x922x868 2,8/2,8 TH580;M-922-868-170TH580S2828-BAO  ;UA0006861;СКРОЛЛ;884х850;1500;70-2 A;G/G;816314;816361;;;L-922-868-170TH580S2828-BAO-08CB05 ;UA0006862;48015778;C-922----170TH580S2828- BAO   ;UA0006308;0.17-922-868-TH580-S2828-BAO
OT070-ELQ7013A11A BAO;OT070-ELQ7013A11A-15VK05-993DE-170TH580S2828-BAO-90300;OT070-ELQ7013A11A;UA0006893;0,17x922x868 2,8/2,8 TH580;M-922-868-170TH580S2828-BAO;UA0006861;СКРОЛЛ;884х850;1500;70-1 A;BPANI W/C 15V;PL1019-34;DE4488-3LV;;; L-922-868-170TH580S2828-BAO-15VK05;UA0006892;48015773;C-922----170TH580S2828- BAO   ;UA0006308;0.17-922-868-TH580-S2828-BAO
0,18x896x795 BAO BLANK;T-896-795-180TH550F2850-BAO BLANK;Can body 0,18 BLANK;UA0006894;0,18x896x795 2,8/5,0 TH550;T-896-795-180TH550F2850-BAO BLANK;UA0006894;ПРЯМ;770х869;1500;---;BLANK;---;---;;;---;---;40301431;C-896-----180TH550F2850-BAO;UA0006311;0.18-896-795-TH550-F2850-BAO
0,19x895x907 BAO BLANK;M-895-907-190TH550F2820-BAO BLANK;OT83 ;UA0006901;0,19x895x907 2,8/2,0 TH550;M-895-907-190TH550F2820-BAO BLANK;UA0006901;СКРОЛЛ;932х870;1500;---;---;---;;;;---;---;40301782;C-895-----190TH550F2820-BAO;UA0006313;0.19-895-907-TH550-F2820-BAO
0,18x860x873 BAO BLANK;M-860-873-180TH550F2820-BAO BLANK ;OT80;UA0006903;0,18x860x873 2,0/2,8 TH550;M-860-873-180TH550F2820-BAO BLANK ;UA0006903;СКРОЛЛ;903х844;1500;---;---;---;;;;---;---;40301066;C-860----180TH550F2820-BAO;UA0006310;0.18-860-873-TH550-F2820-BAO
OT99-21EK05 203XQ;OT099-203XQ-200TH550S2828-USK-21EK05-40425;OT99 203XQ;UA0007208;0,20x838x941, 2,8/2,8 TH550;M-838-941,7-200TH550S2828-USK;UA0006939;СКРОЛЛ;820х942;1500;99-C-7 A;21EK05;;;;;L-838-941,7-200TH550S2828-USK-21EK05;UA0006938;48019920;C-838----200TH550S2828-USK;UA0006784;0.20-838-941.7-TH550-S2828-USK
OT99-A75B05 USK 2,8/2,8;OT099-921XQ-200TH550S2828-USK-A75B05-37856;OT99 ;UA0006941;0,20x838x941, 2,8/2,8 TH550;M-838-941,7-200TH550S2828-USK;UA0006939;СКРОЛЛ;820х942;1500;99-C-2 A ;Alu/G;;;;;L-838-941,7-200TH550S2828-USK-A75B05;UA0006940;49600248;C-838----200TH550S2828-USK;UA0006784;0.20-838-941.7-TH550-S2828-USK
0,17x896x795 BAO BLANK;T-896-795-170TH550F2828-BAO BLANK;Can body 0,17 BLANK;UA0006943;0,17x896x795 2,8/2,8 TH550;T-896-795-170TH550F2828-BAO BLANK;UA0006943;ПРЯМ;770х869;1500;;BLANK;;;;;;;40203369;C-896-----170TH550F2828-BAO;UA0006307;0.17-896-795-TH550-F2828-BAO
OT062-20EK05 HBI;OT062-20EK05-975HP-170TH435S2828-HBI-144000;OT062-20EK05 TEST;UA0006950;0,17x954x848 2,8/2,8 TH435;M-954-848-170TH435S2828-HBI;fff008459;СКРОЛЛ;830x917;1500;62-4 A;20EK05;PL1019-64;819059;816733;;L-954-848-170TH435S2828-HBI-20EK05;UA0006951;;C-954---170TH435S2828-HBI;fff008458;0.17-954-848-TH435-S2828-HBI
0,17x838x942 ALU/С BAO;L-838-942-170TH550F2820-BAO-A55K05;99/96x48,5 Ap/K;UA0006971;0,17x838x942 2,0/2,8 TH550;T-838-942-170TH550F2820-BAO;UA0006970;ПРЯМ;917х813;1500;BUF-8 A;ALU/С;28S30WB-1;PL1019-34;;;L-838-942-170TH550F2820-BAO-A55K05;UA0006971;41202277;C-838-----170TH550F2820-BAO;UA0006306;0.17-838-942-TH550-F2820-BAO
0,14x913x766 -/G ;Жерсть 0,14x913x766 -/G ;Жерсть 0,14x913x766 -/G ;;Жерсть 0,14x913x766;Жерсть 0,14x913x766 -/G ;;;;;06C;W/G;;;;;Жерсть 0,14x913x766 -/G ;;;;;
0,16x920x778 RAS BLANK;M-920-778-160TS340S2828-RAS BLANK;"Draw can 73x36,5 ; 73x32 BLANK/ BIL";UA0007060;0,16x920x778 2,8/2,8 TS340;M-920-778-160TS340S2828-RAS BLANK;UA0007060;СКРОЛЛ;818х895;1600;---;---;---;---;---;---;---;---; ;C-920---160TS340S2828-RAS;fff009371;0.16-920-778-TS340-S2828-RAS
OT96 Alu/C BAO auto;OT096-A07K05-ARGO-200TH550S2828-BAO-38850;OT096 0,20 ALU/C BAO;UA0007141;0,20x808x908 2,8/2,8 TH550;M-808-908-200TH550S2828-BAO;UA0007137;СКРОЛЛ;900х771;1600;96-1 A;ALU/C;PL1019-34;28S30WB-1;;;L-808-908-200TH550S2828-BAO-A07K05;UA0007139;48017996;C-808----200TH550S2828-BAO;UA0006314;0.20-808-908-TH550-S2828-BAO
OT96 Alu/G BAO auto;OT096-A07B05-ARGO-200TH550S2828-BAO-38850;OT096 0,20 ALU/G BAO;UA0007142;0,20x808x908 2,8/2,8 TH550;M-808-908-200TH550S2828-BAO;UA0007137;СКРОЛЛ;900х771;1600;96-2 A;ALU/G;PL1014-59;28S30WB-1;;;L-808-908-200TH550S2828-BAO-A07B05;UA0007140;48017995;C-808----200TH550S2828-BAO;UA0006314;0.20-808-908-TH550-S2828-BAO
0,20x808x908 BAO BLANK;M-808-908-200TH550S2828-BAO BLANK;OT96;UA0006869;0,20x808x908 2,8/2,8 TH550;M-808-908-200TH550S2828-BAO BLANK;UA0006869;СКРОЛЛ;900х771;1600;;;;;;;;;40202618;C-808----200TH550S2828-BAO;UA0006314;0.20-808-908-TH550-S2828-BAO
0,17x922x868 BAO BLANK;M-922-868-170TH435S2828-BAO;OT70;UA0007177;0,17x922x868 2,8/2,8 TH435;M-922-868-170TH435S2828-BAO BLANK;UA0007177;СКРОЛЛ;884х850;1500;;;;;;;;;40201053;C-954----170TH435S2828-BAO;UA0006309;0.17-922-868-TH435-S2828-BAO
OT070-ELQ7013A9A  BAO;OT070-ELQ7013A9A-07CK05-993DE-170TH580S2828-BAO-90300  ;OT70 G/C;UA0007302;0,17x922x868 2,8/2,8 TH580;M-922-868-170TH580S2828-BAO  ;UA0006861;СКРОЛЛ;884х850;1500;70-3 A;G/C;PL1019-34;816361;;;L-922-868-170TH580S2828-BAO-07CK05;UA0007303;48015754;C-922----170TH580S2828- BAO   ;UA0006308;0.17-922-868-TH580-S2828-BAO
OT153-ELQ1542A3A BAO;OT153-ELQ1542A3A-20EB05-727LW-270TH435F5628-BAO-14400;OT153;UA0007320;0,27x950x876 5,6/2,8 TH435 ;M-950-876-270TH435F5628-BAO;UA0006826;СКРОЛЛ;920х935;1100;153-1 A;W/G;PL1014-59;819059;816733;;L-950-876-270TH435F5628-BAO-20EB05;UA0006825;48004837;C-950----270TH435F5628-BAO;UA0006315;0.27-950-876-TH435-F5628-BAO
OT070-ELQ7022A5A HBI TH550;OT070-ELQ7022A5A-21ЕК05-993DE-170TH550F5628-HBI-90300   ;OT70 21EK05;UA0007313;0,17x922x868 5,6/2,8 TH550;M-922-868-170TH550F5628-HBI  ;UA0007314;СКРОЛЛ;884х850;1500;70-6 E;W/C 21Е;PL1019-34;DE4488-3LV;DE5449-4;;L-922-868-170TH550F5628-HBI-21ЕК05  ;UA0007311;;C-922----170TH550F5628-HBI  ;UA0007308;0.17-922-868-TH550-F5628-HBI
0,14x918x925 USK BLANK;T-918-925-140TS550S2828-USK BLANK;73/70x47 ;UA0007376;0,14x918x925 2,8/2,8 TS550;T-918-925-140TS550S2828-USK BLANK;UA0007376;ПРЯМ;900x893;1500;;;;;;;;;;C-918----140TS550S2828-USK;UA0004365;0.14-918-925-TS550-S2828-USK
OT99-921XQ 0,20 ALU/G 36608;OT099-921XQ-200TH550S2828-HBI-A75B05-36608;OT99-921XQ 0,20 ALU/G;UA0007378;0,20x838x941, 2,8/2,8 TH550;M-838-941,7-200TH550S2828-HBI;fff005881;СКРОЛЛ;917x813;1500;99-С-2 A;ALU/G;28S30WB-1;PL1014-59;;;L-838-941,7-200TH550S2828-HBI-A75B05;fff008335;48020030;C-838---200TH550S2828-HBI;fff008623;0.20-838-941.7-TH550-S2828-HBI
0,18x896x795 BAO W/С;L-896-795-180TH550F5028-BAO-V14K05;Can body 0,18 W/C;UA0007393;0,18x896x795 2,8/5,0 TH550;T-896-795-180TH550F2850-BAO;UA0007394;ПРЯМ;770х869;1500;BIL-7 B;W/С;PL1019-34;818062;;;L-896-795-180TH550F5028-BAO-V14K05;UA0007393;49100556;C-896-----180TH550F2850-BAO;UA0006311;0.18-896-795-TH550-F2850-BAO
0,18x850x942 HEN BLANK;T-850-942-180TH435S2828-HEN BLANK;;UA0007366;0,18x850x942 2,8/2,8 TH435;T-850-942-180TH435S2828-HEN BLANK;UA0007366;ПРЯМ;917х813;1500;;;;;;;;;;C-850----180TH435S2828-HEN;UA0007361;0.18-850-942-TH435-S2828-HEN
0,17x860x795 USK BLANK;T-860-795-170TH550F2828-USK BLANK;;UA0007557;0,17x860x795 2,8/2,8 TH550;T-860-795-170TH550F2828-USK BLANK;UA0007557;ПРЯМ;770х834;1100;;;;;;;;;40204798;C-860----170TH550F2828-USK;UA0006188;0.17-860-795-TH550-F2828-USK
OT062-20EK05 BAO;OT062-20EK05-975HP-170TH435S2828-BAO-144000;OT062-20EK05 TEST;UA0007607;0,17x954x848 2,8/2,8 TH435;M-954-848-170TH435S2828-BAO;UA0006777;СКРОЛЛ;830x917;1500;62-4 A;20EK05;PL1019-64;819059;816733;;L-954-848-170TH435S2828-BAO-20EK05  ;  UA0007608;48019811;C-954----170TH435S2828-BAO;UA0006309;0.17-954-848-TH435-S2828-BAO
